year,state,treatment,pupil_expenditure,teacher_salary,stateid,proficieny_mean,log_salary,post
1975,MA,1,5783.30957,48231.71816,19,8.662904284,10.78379287,1
1976,MA,1,6810.844238,47234.60731,19,8.826418176,10.76290328,1
1977,MA,1,6920.946289,45881.71825,19,8.842452265,10.73384382,1
1978,MA,1,7580.681152,58657.73563,19,8.933490242,10.97949179,1
1979,MA,1,7652.141602,51059.94598,19,8.942871509,10.84077522,1
1980,MA,1,7237.41748,49286.21234,19,8.887157881,10.80541994,1
1981,MA,1,6434.584473,48574.43201,19,8.769597943,10.79087317,1
1982,MA,1,6942.269531,48816.2984,19,8.845528057,10.79584,1
1983,MA,1,7220.187988,50262.34663,19,8.88477476,10.8250314,1
1984,MA,1,7666.907715,51666.04937,19,8.944799069,10.85257551,1
1985,MA,1,8169.019531,54311.3465,19,9.008226578,10.90250686,1
1986,MA,1,8932.75,57542.11423,19,9.097591519,10.96028976,1
1987,MA,1,9531.162109,59120.8177,19,9.162426845,10.9873553,1
1988,MA,1,10110.43066,60377.36392,19,9.221421812,11.00838611,1
1989,MA,1,10139.70996,61041.61187,19,9.224313291,11.01932745,1
1990,MA,1,9812.140625,60525.97384,19,9.191477647,11.01084439,1
1991,MA,1,9528.49707,60589.79078,19,9.162147222,11.01189819,1
1992,MA,1,9544.646484,60263.03036,19,9.163840464,11.00649069,1
1993,MA,1,9692.041016,61647.22292,19,9.179163486,11.02919968,1
1994,MA,1,9980.506836,61912.01455,19,9.208489343,11.03348569,1
1995,MA,1,10063.24707,59247.13392,19,9.216744529,10.98948956,1
1996,MA,1,10188.75781,59273.98828,19,9.229138359,10.98994271,1
1997,MA,1,10567.81934,59683.4896,19,9.265663373,10.99682746,1
1998,MA,1,11049.625,60299.84172,19,9.310242266,11.00710134,1
1999,MA,1,11538.84668,60966.67532,19,9.353561254,11.01809909,1
2000,MA,1,12040.79102,61603.98683,19,9.396138463,11.0284981,1
1959,MD,0,2633.657715,40014.39948,20,7.876508553,10.59701965,0
1960,MD,0,2827.877686,41427.89268,20,7.947635334,10.63173381,0
1961,MD,0,2948.098389,43393.22564,20,7.989254772,10.67808166,0
1962,MD,0,3064.354736,44139.11683,20,8.027918579,10.69512433,0
1963,MD,0,3138.806885,44723.70181,20,8.051916575,10.70828124,0
1964,MD,0,3265.343018,47318.152,20,8.091426295,10.7646704,0
1965,MD,0,3518.531006,47612.35454,20,8.166083023,10.77086856,0
1966,MD,0,3752.108643,49183.73991,20,8.230339747,10.80333869,0
1967,MD,0,4257.803711,51295.38664,20,8.356743581,10.84537559,0
1968,MD,0,4554.796875,55234.58857,20,8.42415574,10.91936274,0
1969,MD,1,4807.946289,55749.84756,20,8.478233272,10.92864789,1
1970,MD,1,4954.998535,56711.42112,20,8.508353947,10.94574853,1
1971,MD,1,5328.835938,56333.82538,20,8.581075736,10.93906819,1
1972,MD,1,5035.786621,58212.60642,20,8.524523583,10.97187439,1
1973,MD,1,5704.42627,57662.05874,20,8.649172978,10.96237202,1
1974,MD,1,5353.163574,55845.33669,20,8.585629775,10.93035921,1
1975,MD,1,5524.426758,55563.74993,20,8.617115765,10.92530429,1
1976,MD,1,5733.727051,56292.17044,20,8.654295435,10.9383285,1
1977,MD,1,6843.855957,56910.45846,20,8.831252694,10.94925198,1
1978,MD,1,6034.331543,55487.228,20,8.705386069,10.92392617,1
1979,MD,1,6886.053223,52829.02293,20,8.837398584,10.87483492,1
1980,MD,1,6829.044434,51218.0191,20,8.829086458,10.84386621,1
1981,MD,1,6855.11084,50663.83545,20,8.832895627,10.83298737,1
1982,MD,1,6848.002441,50830.7743,20,8.831858292,10.83627692,1
1983,MD,1,7439.900879,52259.00401,20,8.914747206,10.86398662,1
1984,MD,1,7620.597168,54274.74623,20,8.938741229,10.90183274,1
1985,MD,1,7949.15918,54311.3465,20,8.98094723,10.90250686,1
1986,MD,1,8377.555664,57484.41693,20,9.033430823,10.95928658,1
1987,MD,1,8781.166016,59376.11214,20,9.080478355,10.99166411,1
1988,MD,1,9377.513672,61980.98789,20,9.146176572,11.0345991,1
1989,MD,1,9676.091797,63867.54729,20,9.177516701,11.0645823,1
1990,MD,1,9893.128906,62603.09493,20,9.19969682,11.04458597,1
1991,MD,1,9486.935547,62003.47252,20,9.157776328,11.0349618,1
1992,MD,1,9418.640625,60230.3919,20,9.150552217,11.00594896,1
1993,MD,1,9341.714844,59536.07867,20,9.142352157,10.99435457,1
1994,MD,1,9456.490234,59790.30903,20,9.154562324,10.9986156,1
1995,MD,1,9433.808594,58892.29212,20,9.152161171,10.98348248,1
1996,MD,1,9387.570312,57186.54326,20,9.147248304,10.95409138,1
1997,MD,1,9556.802734,56706.78744,20,9.16511314,10.94566682,1
1998,MD,1,9800.245117,56889.87396,20,9.190264709,10.94889022,1
1999,MD,1,10119.11719,57652.64307,20,9.222280523,10.96220872,1
2000,MD,1,10459.24219,58202.71838,20,9.255336891,10.97170452,1
1959,ME,0,1974.373047,26234.15966,21,7.588512544,10.17485576,0
1960,ME,0,2042.088379,28576.4064,21,7.622217853,10.2603717,0
1961,ME,0,2183.971924,30394.9335,21,7.689358258,10.32206411,0
1962,ME,0,2298.449951,32889.65139,21,7.740425222,10.40094374,0
1963,ME,0,2424.394531,35219.81965,21,7.793749483,10.46939265,0
1964,ME,0,2586.029297,36577.13548,21,7.858265507,10.50720595,0
1965,ME,0,2733.977539,38419.39048,21,7.913878502,10.5563436,0
1966,ME,0,2789.022461,39371.22037,21,7.933804925,10.58081578,0
1967,ME,0,3250.017334,40151.02811,21,8.086723252,10.60042823,0
1968,ME,0,3292.588867,42765.29404,21,8.09973309,10.66350555,0
1969,ME,0,3857.008789,45007.47045,21,8.257906472,10.71460598,0
1970,ME,1,4019.699951,45673.7409,21,8.299211284,10.72930071,1
1971,ME,1,4311.063477,47110.8642,21,8.369171833,10.76028014,1
1972,ME,1,4057.543213,46887.25751,21,8.308579374,10.75552255,1
1973,ME,1,4508.640625,45369.39772,21,8.413972745,10.72261514,1
1974,ME,1,4040.407471,43372.35637,21,8.304348294,10.67760062,1
1975,ME,1,4393.396484,43043.76864,21,8.388085482,10.66999598,1
1976,ME,1,4620.492188,41097.23166,21,8.438472916,10.62372037,1
1977,ME,1,4977.932617,42236.65664,21,8.512970813,10.65106744,1
1978,ME,1,4528.59668,41052.72278,21,8.418388181,10.6226368,1
1979,ME,1,5082.17041,37393.90161,21,8.533690442,10.52928965,1
1980,ME,1,4773.592773,36459.54471,21,8.471063966,10.50398599,1
1981,ME,1,4961.566406,36234.71754,21,8.509678307,10.49780058,1
1982,ME,1,5167.089355,36643.57641,21,8.550258335,10.50902071,1
1983,ME,1,5639.966309,37936.49022,21,8.637810661,10.54369509,1
1984,ME,1,6059.276855,38469.3592,21,8.709510764,10.55764333,1
1985,ME,1,6771.560059,39685.78725,21,8.820634442,10.5887736,1
1986,ME,1,7144.936035,42292.12095,21,8.874299087,10.65237973,1
1987,ME,1,7610.895996,44964.45307,21,8.937467565,10.71364976,1
1988,ME,1,7981.820801,46363.16506,21,8.985047112,10.74428214,1
1989,ME,1,8622.466797,47270.67206,21,9.062242463,10.7636665,1
1990,ME,1,8304.785156,47530.20298,21,9.024707558,10.76914168,1
1991,ME,1,8296.19043,48185.25388,21,9.023672234,10.78282907,1
1992,ME,1,8741.510742,47014.92414,21,9.075952698,10.75824163,1
1993,ME,1,8403.595703,46774.14378,21,9.036533943,10.75310722,1
1994,ME,1,8870.395508,46871.74142,21,9.090587392,10.75519158,1
1995,ME,1,8801.578125,47029.41569,21,9.082799926,10.75854981,1
1996,ME,1,8930.849609,46802.12965,21,9.097378776,10.75370535,1
1997,ME,1,9159.5,46666.70121,21,9.122656041,10.75080758,1
1998,ME,1,9571.429688,46696.0904,21,9.166642338,10.75143714,1
1999,ME,1,10035.61816,46544.35253,21,9.2139955,10.74818244,1
2000,ME,1,10424.71094,46058.94906,21,9.25203024,10.73769907,1
1959,MI,0,2789.622803,41310.74613,22,7.934020077,10.62890215,0
1960,MI,0,2879.19043,41329.28011,22,7.965611692,10.62935068,0
1961,MI,0,2993.808594,42204.13808,22,8.0046356,10.65029725,0
1962,MI,0,3073.536621,44286.29372,22,8.030909477,10.69845309,0
1963,MI,0,3141.97998,46176.09404,22,8.052926667,10.74023915,0
1964,MI,0,3299.589355,47128.23226,22,8.101856324,10.76064873,0
1965,MI,1,3329.768066,47418.52698,22,8.110958207,10.76678938,1
1966,MI,1,3607.212402,49129.89892,22,8.190967749,10.80224342,1
1967,MI,1,4427.17334,52228.97965,22,8.395742439,10.86341193,1
1968,MI,1,3835.879395,58198.39576,22,8.252414658,10.97163025,1
1969,MI,1,4937.983887,58364.14287,22,8.504914898,10.97447412,1
1970,MI,1,4842.475098,59572.00117,22,8.485387737,10.99495775,1
1971,MI,1,5493.1875,60840.31605,22,8.611445994,11.01602438,1
1972,MI,1,6083.594238,62195.51932,22,8.713515321,11.03805432,1
1973,MI,1,6187.000488,61610.64022,22,8.730367291,11.0286061,1
1974,MI,1,6152.087402,60480.6854,22,8.724709251,11.01009588,1
1975,MI,1,5255.034668,62984.94959,22,8.567132156,11.05066696,1
1976,MI,1,6266.205566,62347.15235,22,8.743085851,11.04048932,1
1977,MI,1,6511.970703,62264.70493,22,8.78155096,11.03916607,1
1978,MI,1,6127.912109,58848.36742,22,8.720772543,10.98273636,1
1979,MI,1,7495.257812,58436.60641,22,8.922159217,10.97571491,1
1980,MI,1,7379.38623,57901.2766,22,8.906581251,10.96651198,1
1981,MI,1,6946.766602,58301.79246,22,8.846175535,10.97340527,1
1982,MI,1,7220.874023,58081.98367,22,8.884869758,10.96962802,1
1983,MI,1,7208.221191,59339.25617,22,8.883116207,10.99104321,1
1984,MI,1,7478.799805,59687.32001,22,8.919961307,10.99689164,1
1985,MI,1,7820.133301,60932.06176,22,8.964584746,11.01753119,1
1986,MI,1,8006.755371,62726.91299,22,8.988165772,11.04656181,1
1987,MI,1,8349.689453,65359.21567,22,9.030099384,11.08766903,1
1988,MI,1,8725.18457,65547.66877,22,9.074083505,11.09054818,1
1989,MI,1,8950.607422,65191.70994,22,9.099588395,11.08510293,1
1990,MI,1,8998.541016,65535.25582,22,9.104928857,11.09035879,1
1991,MI,1,9199.237305,66425.43056,22,9.126984557,11.10385031,1
1992,MI,1,9239.339844,68231.47718,22,9.131333944,11.13067594,1
1993,MI,1,9262.337891,68187.39388,22,9.133819726,11.13002965,1
1994,MI,1,9512.933594,69760.26508,22,9.160512697,11.15283419,1
1995,MI,1,9708.591797,67007.86746,22,9.180869521,11.11258024,1
1996,MI,1,9634.556641,65571.06779,22,9.173215352,11.09090509,1
1997,MI,1,9577.891602,64533.70717,22,9.167317165,11.07495845,1
1998,MI,1,9942.522461,64489.72756,22,9.204676609,11.07427673,1
1999,MI,1,10614.36621,64191.70512,22,9.270057873,11.06964486,1
2000,MI,1,10482.57812,64193.56016,22,9.257565324,11.06967375,1
1959,MN,0,2938.005127,38680.58616,23,7.985826411,10.56311896,0
1960,MN,0,3105.708984,39501.60556,23,8.04131924,10.58412191,0
1961,MN,0,3254.802002,41012.75748,23,8.088193915,10.62166284,0
1962,MN,0,3417.213135,42553.22807,23,8.136873218,10.6585345,0
1963,MN,0,3536.866211,43919.39843,23,8.171279059,10.69013415,0
1964,MN,0,3495.734375,45461.15897,23,8.159584776,10.72463559,0
1965,MN,0,3712.631836,45971.74273,23,8.219765608,10.73580395,0
1966,MN,0,3968.689941,47676.19232,23,8.28644327,10.77220841,0
1967,MN,0,4337.789062,47972.31781,23,8.37535057,10.77840026,0
1968,MN,0,4588.318848,53361.0614,23,8.431486893,10.88485531,0
1969,MN,0,5079.047852,56991.63783,23,8.53307596,10.95067738,0
1970,MN,0,5470.98584,57706.16113,23,8.607396872,10.96313655,0
1971,MN,0,5757.352051,55273.15793,23,8.65840661,10.92006077,0
1972,MN,1,5941.222168,56235.49576,23,8.689838445,10.93732122,1
1973,MN,1,5968.343262,54759.55668,23,8.694392194,10.91072545,1
1974,MN,1,6066.629395,53359.58671,23,8.710723263,10.88482768,1
1975,MN,1,5910.02832,49694.88204,23,8.684575092,10.81367735,1
1976,MN,1,6399.672852,53437.1315,23,8.764158397,10.88627984,1
1977,MN,1,6734.424805,53510.08016,23,8.815136161,10.88764402,1
1978,MN,1,6279.438477,51851.84635,23,8.745195078,10.85616511,1
1979,MN,1,6897.452637,50309.06442,23,8.83905241,10.82596042,1
1980,MN,1,6666.740723,48502.90439,23,8.805036359,10.78939958,1
1981,MN,1,6655.878906,47754.02331,23,8.803406021,10.77383954,1
1982,MN,1,6557.783691,50002.61343,23,8.788560452,10.81985055,1
1983,MN,1,6995.405762,53309.87632,23,8.853151834,10.88389565,1
1984,MN,1,7362.32959,53412.17631,23,8.904267499,10.88581274,1
1985,MN,1,7580.702148,55446.21045,23,8.933493011,10.92318668,1
1986,MN,1,7885.098633,56382.19954,23,8.972856822,10.93992651,1
1987,MN,1,7931.535156,57116.85232,23,8.978727955,10.952872,1
1988,MN,1,8322.551758,57090.85641,23,9.026844337,10.95241677,1
1989,MN,1,8261.456055,56606.63419,23,9.019477165,10.94389913,1
1990,MN,1,8251.305664,55590.93434,23,9.018247915,10.9257934,1
1991,MN,1,8147.465332,55156.00165,23,9.005584886,10.91793897,1
1992,MN,1,8097.410645,54541.97464,23,8.999423105,10.9067442,1
1993,MN,1,8060.961426,54545.6898,23,8.994912159,10.90681231,1
1994,MN,1,8278.041016,55046.63455,23,9.021482421,10.91595417,1
1995,MN,1,8300.289062,52828.50364,23,9.02416609,10.87482509,1
1996,MN,1,8345.436523,52971.34967,23,9.029589963,10.87752535,1
1997,MN,1,8678.191406,51534.58064,23,9.068683647,10.85002773,1
1998,MN,1,9116.014648,52785.6052,23,9.117897688,10.87401275,1
1999,MN,1,9410.603516,52095.22565,23,9.149698624,10.86084778,1
2000,MN,1,9680.483398,53452.84573,23,9.177970412,10.88657386,1
1959,MO,0,2213.577393,33195.46623,24,7.702816871,10.41019871,0
1960,MO,0,2385.792725,34790.86754,24,7.777705787,10.45713895,0
1961,MO,0,2534.895752,36601.74752,24,7.838302207,10.50787859,0
1962,MO,0,2657.660645,37805.91246,24,7.885577758,10.54024723,0
1963,MO,0,2748.422363,38858.9843,24,7.919146119,10.56772032,0
1964,MO,0,2662.867432,39812.80516,24,7.887534268,10.59196899,0
1965,MO,0,2867.032227,40544.57117,24,7.961381438,10.61018183,0
1966,MO,0,2973.102295,39539.47345,24,7.997697523,10.58508007,0
1967,MO,0,3325.046387,43239.06653,24,8.109539606,10.67452281,0
1968,MO,0,3332.570068,44538.56557,24,8.111799101,10.70413319,0
1969,MO,0,3540.996094,46492.86552,24,8.172445716,10.74707566,0
1970,MO,0,3706.378662,47056.26093,24,8.218080346,10.75912046,0
1971,MO,0,4193.927246,47406.98963,24,8.341631276,10.76654605,0
1972,MO,0,3992.54541,47335.88948,24,8.292434689,10.76504517,0
1973,MO,0,4406.913086,46985.17298,24,8.391156633,10.75760865,0
1974,MO,0,4184.331055,44363.11793,24,8.339341085,10.70018627,0
1975,MO,0,4316.912109,42516.86752,24,8.370527256,10.65767968,0
1976,MO,0,4463.415527,44423.63944,24,8.403893584,10.70154954,0
1977,MO,0,4575.335449,43708.35476,24,8.428653837,10.68531743,0
1978,MO,0,5001.219238,43209.87196,24,8.517636941,10.67384741,0
1979,MO,0,5178.256348,41589.82776,24,8.552416763,10.63563494,0
1980,MO,0,5148.382812,40038.67984,24,8.546632144,10.59762624,0
1981,MO,0,5027.285156,39372.42099,24,8.522834282,10.58084627,0
1982,MO,0,4989.62207,40314.37405,24,8.515315844,10.60448817,0
1983,MO,0,5409.449707,42185.9551,24,8.596087494,10.64986633,0
1984,MO,0,5569.480957,42922.82239,24,8.625236677,10.66718225,0
1985,MO,0,5805.011719,44472.4813,24,8.666649163,10.70264836,0
1986,MO,0,6252.053711,46625.38715,24,8.740825217,10.74992191,0
1987,MO,0,6574.739258,47419.50261,24,8.791142285,10.76680996,0
1988,MO,0,7076.172852,47738.22653,24,8.864629792,10.7735087,0
1989,MO,0,7158.132812,47645.236,24,8.876144137,10.77155891,0
1990,MO,0,7126.154785,46705.19384,24,8.871667385,10.75163207,0
1991,MO,0,6859.344727,46260.85361,24,8.833512971,10.742073,0
1992,MO,0,6710.587402,45665.8678,24,8.811590775,10.72912832,0
1993,MO,0,6861.739746,45738.94367,24,8.833862021,10.73072724,0
1994,MO,0,7160.04834,45931.54043,24,8.876411665,10.73492909,0
1995,MO,0,7285.571289,46246.76059,24,8.893788384,10.74176832,0
1996,MO,0,7370.743164,46078.05584,24,8.905409479,10.73811381,0
1997,MO,0,7560.869629,46119.18365,24,8.930873744,10.73900596,0
1998,MO,0,7832.417969,46482.04771,24,8.966154216,10.74684296,0
1999,MO,0,8097.815918,46668.69418,24,8.999473147,10.75085029,0
2000,MO,0,8429.769531,46500.88603,24,9.039643332,10.74724815,0
1959,MS,0,1323.19104,23836.29302,25,7.188557016,10.07900657,0
1960,MS,0,1382.080322,24893.31211,25,7.232068408,10.12239463,0
1961,MS,0,1524.029785,25788.68674,25,7.32976922,10.15772995,0
1962,MS,0,1585.461426,26613.61918,25,7.369261297,10.18921594,0
1963,MS,0,1633.690308,27332.7094,25,7.399208651,10.215876,0
1964,MS,0,1769.288696,28860.76671,25,7.478897918,10.27027305,0
1965,MS,0,2008.99646,29004.90921,25,7.60588824,10.27525485,0
1966,MS,0,2086.967773,31295.0726,25,7.643946515,10.35124789,0
1967,MS,0,2230.501709,30103.47815,25,7.71043005,10.31242922,0
1968,MS,0,2685.315674,36167.2201,25,7.895925896,10.49593611,0
1969,MS,0,2713.806885,34877.07611,25,7.906476101,10.45961372,0
1970,MS,0,2760.598389,33764.96066,25,7.923564917,10.42720849,0
1971,MS,0,3348.099365,35104.32395,25,8.116446742,10.46610808,0
1972,MS,0,3358.485352,36120.09023,25,8.119543072,10.49463219,0
1973,MS,0,3564.218994,37349.45547,25,8.17898076,10.52810039,0
1974,MS,0,3418.753906,35636.45475,25,8.13732387,10.48115246,0
1975,MS,0,3783.374023,37750.4389,25,8.238635769,10.53877887,0
1976,MS,0,3862.244141,36011.8133,25,8.25926256,10.49163008,0
1977,MS,0,4123.141602,37781.98115,25,8.324613181,10.53961405,0
1978,MS,0,3777.380859,37126.37683,25,8.237050853,10.5221099,0
1979,MS,0,4710.655762,35741.96218,25,8.457794667,10.48410867,0
1980,MS,0,3976.618896,34448.34863,25,8.288438652,10.44724537,0
1981,MS,0,3833.408447,33907.82737,25,8.251770451,10.43143065,0
1982,MS,0,4196.851074,33834.83436,25,8.342328024,10.42927571,0
1983,MS,0,4599.169922,34617.48519,25,8.433848521,10.45214307,0
1984,MS,0,4609.92334,33417.76359,25,8.436183407,10.41687281,0
1985,MS,0,4551.602051,37434.29823,25,8.423454228,10.53036934,0
1986,MS,0,4438.997559,38693.00317,25,8.398409106,10.56343991,0
1987,MS,0,4638.103027,39829.77166,25,8.442276313,10.59239505,0
1988,MS,0,5001.907715,41511.74175,25,8.517774565,10.63375569,0
1989,MS,0,5158.727051,42717.87381,25,8.54863896,10.66239611,0
1990,MS,0,5016.072754,40590.61649,25,8.520601926,10.61131683,0
1991,MS,0,4878.941406,39011.53209,25,8.492888492,10.57163821,0
1992,MS,0,4910.333008,37871.49278,25,8.499300672,10.54198034,0
1993,MS,0,5146.544922,37956.83438,25,8.546275166,10.5442312,0
1994,MS,0,5587.760742,39594.37976,25,8.62851285,10.58646772,0
1995,MS,0,5653.258789,39622.09314,25,8.640164308,10.58716739,0
1996,MS,0,5613.729492,38524.61794,25,8.63314869,10.5590787,0
1997,MS,0,5825.8125,38981.07634,25,8.670225389,10.57085724,0
1998,MS,0,6106.445801,39504.25571,25,8.717263929,10.584189,0
1999,MS,0,6562.0625,41696.33696,25,8.789212618,10.63819254,0
2000,MS,0,6553.01123,40463.19133,25,8.787832543,10.6081727,0
1959,MT,0,2794.741943,32955.67957,26,7.935852804,10.40294924,0
1960,MT,0,2960.422607,34173.44292,26,7.993425042,10.43923336,0
1961,MT,0,3094.243408,35816.78992,26,8.037621828,10.48619997,0
1962,MT,0,3125.807861,37270.73588,26,8.047767911,10.52599057,0
1963,MT,0,3200.628662,38569.6237,26,8.071414916,10.56024622,0
1964,MT,0,3710.1521,39390.76129,26,8.219097646,10.58131197,0
1965,MT,0,3673.633545,40149.99365,26,8.209208691,10.60040247,0
1966,MT,0,4206.727539,40380.73884,26,8.344678004,10.60613295,0
1967,MT,0,3998.242432,41456.7526,26,8.29386023,10.63243018,0
1968,MT,0,4442.849121,42608.64461,26,8.399276199,10.65983591,0
1969,MT,0,4323.201172,45453.08897,26,8.371982702,10.72445806,0
1970,MT,0,4516.048828,45932.2609,26,8.415614145,10.73494477,0
1971,MT,0,4467.565918,45956.88428,26,8.404822812,10.7354807,0
1972,MT,0,4991.491211,46503.47291,26,8.515690305,10.74730378,0
1973,MT,0,5334.105957,45723.00203,26,8.582064024,10.73037865,0
1974,MT,0,5189.736328,43416.5868,26,8.55463084,10.67861986,0
1975,MT,1,5985.679199,44583.94115,26,8.697292147,10.70515144,1
1976,MT,1,6114.028809,45013.80856,26,8.718504759,10.71474679,1
1977,MT,1,6318.727539,45583.06069,26,8.751431375,10.72731339,1
1978,MT,1,6716.269531,45283.41071,26,8.812437031,10.72071812,1
1979,MT,1,6798.750977,43671.27144,26,8.824641269,10.68446866,1
1980,MT,1,6481.229492,42751.14824,26,8.776819788,10.66317472,1
1981,MT,1,6535.578613,42627.66837,26,8.78516916,10.66028227,1
1982,MT,1,6771.733887,43453.02466,26,8.820660108,10.67945875,1
1983,MT,1,7157.180664,45296.97499,26,8.87601113,10.72101761,1
1984,MT,1,7315.625,45552.50636,26,8.897904435,10.72664288,1
1985,MT,1,7479.581055,45560.73477,26,8.920065749,10.72682349,1
1986,MT,1,7576.145996,46436.37875,26,8.93289189,10.74585999,1
1987,MT,1,7443.435547,45634.36104,26,8.915222126,10.72843816,1
1988,MT,1,7175.446777,45025.89013,26,8.878559662,10.71501515,1
1989,MT,1,7455.89209,44105.34303,26,8.916893996,10.69435888,1
1990,MT,1,7852.085449,43937.36742,26,8.968661784,10.69054319,1
1991,MT,1,7725.602051,44171.55048,26,8.952424465,10.69585885,1
1992,MT,1,7626.374512,42922.68297,26,8.939498964,10.667179,1
1993,MT,1,7609.714355,42554.87336,26,8.937312317,10.65857316,1
1994,MT,1,7558.726074,42353.18549,26,8.930590235,10.65382253,1
1995,MT,1,7509.786621,42014.41365,26,8.924095482,10.64579182,1
1996,MT,1,7616.787598,41634.93883,26,8.938241265,10.63671899,1
1997,MT,1,7776.58252,41600.46555,26,8.959000839,10.63589068,1
1998,MT,1,7991.204102,41947.01801,26,8.986221858,10.64418646,1
1999,MT,1,8263.821289,42041.87587,26,9.019763387,10.64644523,1
2000,MT,1,8517.682617,42103.04339,26,9.050016985,10.64789906,1
1959,NC,0,1613.74707,30482.8796,27,7.386933611,10.32495329,0
1960,NC,0,1839.282593,33133.56998,27,7.517674422,10.40833243,0
1961,NC,0,2022.565918,36344.54495,27,7.61261654,10.50082692,0
1962,NC,0,2076.55249,36007.77139,27,7.638945792,10.49151784,0
1963,NC,0,2097.227051,35561.03115,27,7.648848006,10.47903381,0
1964,NC,0,2109.166992,35325.072,27,7.654522367,10.47237655,0
1965,NC,0,2454.802002,36944.91657,27,7.806208668,10.51721041,0
1966,NC,0,2597.825684,37715.61008,27,7.862814962,10.53785586,0
1967,NC,0,2917.312988,39922.52632,27,7.978760985,10.59472106,0
1968,NC,0,2961.935547,42934.47542,27,7.993935795,10.6674537,0
1969,NC,0,3388.733398,44229.12344,27,8.128506554,10.69716136,0
1970,NC,0,3363.391357,45904.1609,27,8.121002351,10.73433283,0
1971,NC,0,3675.328369,43950.39822,27,8.209669807,10.69083972,0
1972,NC,0,3854.705566,47346.32278,27,8.257309296,10.76526556,0
1973,NC,0,4258.70166,47245.46504,27,8.356954404,10.76313312,0
1974,NC,0,4386.723145,48330.5872,27,8.386565726,10.78584061,0
1975,NC,0,4178.211914,45252.70027,27,8.33787797,10.72003972,0
1976,NC,0,4258.85791,46117.50147,27,8.356991084,10.73896948,0
1977,NC,0,4463.536133,46572.58876,27,8.403920598,10.74878889,0
1978,NC,0,4674.349609,45273.37746,27,8.450059222,10.72049653,0
1979,NC,0,4912.137207,43145.65435,27,8.499667959,10.67236016,0
1980,NC,0,4949.734863,41430.63923,27,8.507291302,10.6318001,0
1981,NC,0,4740.061035,40653.41001,27,8.464016237,10.6128626,0
1982,NC,0,4545.449707,39835.32875,27,8.422101923,10.59253456,0
1983,NC,0,4728.839355,40088.58913,27,8.461646518,10.59887196,0
1984,NC,0,5156.105469,43678.35809,27,8.548130745,10.68463091,0
1985,NC,0,5581.936035,45272.9657,27,8.627470088,10.72048744,0
1986,NC,0,5854.276855,47301.83825,27,8.67509856,10.76432558,0
1987,NC,0,6052.40332,48127.80072,27,8.708375925,10.78163604,0
1988,NC,0,6624.810547,48805.46593,27,8.79872799,10.79561808,0
1989,NC,0,6977.925293,49032.70523,27,8.850650214,10.8002632,0
1990,NC,0,7069.363281,47276.61068,27,8.863667141,10.76379212,0
1991,NC,0,6797.294434,46094.34976,27,8.824427041,10.73846735,0
1992,NC,0,6878.792969,45561.73557,27,8.836343839,10.72684546,0
1993,NC,0,6851.761719,44860.68352,27,8.832407021,10.71133934,0
1994,NC,0,6920.012207,45728.49233,27,8.842317311,10.73049872,0
1995,NC,0,6752.000977,43512.4756,27,8.817742274,10.68082595,0
1996,NC,0,6850.574707,43315.1792,27,8.832233789,10.6762815,0
1997,NC,0,7141.699707,45009.20389,27,8.873846094,10.7146445,0
1998,NC,0,7567.063965,48290.70852,27,8.931692563,10.78501516,0
1999,NC,0,7912.390625,51593.93247,27,8.976311619,10.85117874,0
2000,NC,0,8028.541016,52109.30671,27,8.990882647,10.86111803,0
1959,ND,0,2534.230957,26580.35165,28,7.838040019,10.18796518,0
1960,ND,0,2630.508545,27888.77273,28,7.875312552,10.23601533,0
1961,ND,0,2755.456055,29348.73359,28,7.921701095,10.28703875,0
1962,ND,0,2803.0271,31372.33685,28,7.938811913,10.35371367,0
1963,ND,0,2834.374756,33247.12619,28,7.949929396,10.41175369,0
1964,ND,0,2796.911133,33763.50968,28,7.936628394,10.42716552,0
1965,ND,0,2952.712158,35442.75302,28,7.990818017,10.4757023,0
1966,ND,0,3089.722656,35535.05018,28,8.036160212,10.47830296,0
1967,ND,0,3592.98584,36886.71688,28,8.187017127,10.5156339,0
1968,ND,0,3491.263672,37909.16175,28,8.158305422,10.54297448,0
1969,ND,1,3935.871826,40165.08254,28,8.278141734,10.6007782,1
1970,ND,1,3727.221436,39677.20078,28,8.223686572,10.58855722,1
1971,ND,1,4305.295898,39766.95348,28,8.367833393,10.59081668,1
1972,ND,1,4303.501953,42260.08824,28,8.36741672,10.65162204,1
1973,ND,1,4738.661133,41892.28865,28,8.463720921,10.64288092,1
1974,ND,1,4397.481934,39095.27411,28,8.389014745,10.57378245,1
1975,ND,1,4721.825684,40076.91001,28,8.460162561,10.59858059,1
1976,ND,1,5112.915039,38564.10315,28,8.539720542,10.56010308,1
1977,ND,1,5242.73291,40764.95852,28,8.564788911,10.61560266,1
1978,ND,1,5172.895996,40333.67305,28,8.551381261,10.60496675,1
1979,ND,1,5831.135742,39835.76844,28,8.671138549,10.59254559,1
1980,ND,1,5755.094238,40606.31347,28,8.65801444,10.61170346,1
1981,ND,1,6270.003418,41802.46196,28,8.743691656,10.64073444,1
1982,ND,1,6152.645996,41448.71718,28,8.72480003,10.63223634,1
1983,ND,1,6312.472656,42166.25125,28,8.750441146,10.64939916,1
1984,ND,1,6458.92041,42163.08927,28,8.773372276,10.64932417,1
